PERSON,GENDER,AGE,MONTHS_AS_MEMBER,INCOME,FREQUENCY,RECENCY,SPEND
352237925fae412d801ac31a531cca82,M,59,27,83000,0,0,0
8619c8b196d44521a0102307117162c1,M,42,4,61000,3,23,4.35
b11ad86678e347efb43115795a2d053e,F,84,8,37000,10,28,11.455
bc7d3d93fced4768b565f7a3d812c331,Unspecified,118,37,0,7,22,2.218571429
437a4ab3109c4deca9291c04b4bfa48f,Unspecified,118,13,0,3,9,2.336666667
a3987eccf7c744b7985e432bdb377742,F,71,11,87000,3,20,31.16333333
56be387667484ed98219c34cad38d8c7,M,52,13,91000,6,25,21.27
9893d7208428455a98dc1a402148b3c8,F,57,10,70000,4,21,142.84
1b667a302203459bb846c430ce1b1bba,Unspecified,118,18,0,6,18,3.103333333
af76332f99e34945ac7e4880c74f7c91,M,66,9,97000,7,26,19.69714286
ff32850d18294e8281866662bea65858,M,58,32,72000,7,27,24.48857143
e221d896cd5147768d19ea5bc3a53fe4,F,53,36,49000,8,26,14.5675
c3174ea1e54e493e891c8615885384ce,Unspecified,118,9,0,10,30,2.591
ba8cf7c979d64fa681e943bf394a6eb3,M,49,9,91000,1,12,29.24
cbabc68837524896880e4fbd8c6b1c34,F,56,26,55000,11,28,19.22727273
21235376597f4d94af106ebba288304c,Unspecified,118,36,0,8,20,2.08125
327cf20d527444aa9a7547f4aec21bb2,F,69,10,88000,6,19,23.16666667
7f40846c42db4c4db3c03080f9f476d7,F,69,12,75000,8,22,25.00125
8e7d398d4bd948e397e201ad2bd5cce8,M,25,37,61000,19,29,4.888421053
dcd1cd7325824551abff5eab7f97a0fe,Unspecified,118,21,0,4,8,3.0925
65754f3b7ac94c1b8309e22162bb5c17,M,55,17,86000,7,26,23.18714286
fa02399824e44bab9485d2a19907f057,M,22,36,48000,8,28,16.10125
cf3470c79dd24e8386b0053fd9b5c33c,Unspecified,118,16,0,2,7,11.185
2ea50de315514ccaa5079db4c1ecbc0b,Unspecified,118,32,0,5,19,4.146
02c8c9806a8c44f792a218fb2e8756b3,M,28,4,45000,3,23,5.16
568ef95aa1cd4c11b9d2957865df672c,F,69,7,81000,5,17,20.762
d89ddbfc1fa9433b85f8a19b6c849e7b,M,56,7,43000,2,19,0.85
654c2fc759ce42659ef8e61d6e03ee00,F,40,19,57000,9,28,17.63777778
9b0b6a79feaa489482974734269b57bc,M,48,6,71000,8,27,73.65375
c1476e44a37b4b189bad63490a0b1748,M,29,11,36000,3,27,3.516666667
8327c7a472974fbb9569532a55c07204,F,49,2,82000,3,7,19.99
a92044bd2adf48119fc564132e64eb26,M,61,8,65000,6,23,2.261666667
4ffabbe645864029af2415cff4e05065,F,48,13,55000,5,19,15.932
b7a301df0757469780319173d04a42fb,Unspecified,118,7,0,1,5,0.11
43a50d7e5c8547a9aa1ec31291b9fc30,M,48,9,57000,6,27,4.886666667
d53f33e6bd1b4f1cb5273bef76b5b9f6,M,53,9,76000,3,18,28.71
cc35fd7b202a43d19eddbec7b76e01ca,M,41,18,76000,8,18,23.55375
35f0a49ba7784141a3adadef2ad8fc35,M,42,31,42000,10,29,12.033
a67ec25ff5d347848636367c636362ed,Unspecified,118,5,0,0,0,0
8f74115993464fdb90658daeef20a4d6,F,71,19,71000,7,27,20.97571429
13ab3fcafae84cb7856cdff7f71c43fa,M,57,2,65000,5,26,4.034
f953fbf668f64a329ed752dcbf362781,M,70,2,39000,3,19,2.146666667
1f5a8953d3db4e02b8e7ea4705f6aefb,M,58,39,64000,9,20,13.30555556
84be43a1f66b4abfa2d57321036e2559,F,66,36,85000,9,26,26.80111111
1b7b9be435284b25a2fccd34981aef47,F,78,10,111000,7,23,24.6
57b9d3a0e2ba40969ce4caf7b98fd2f6,M,49,18,73000,8,25,24.15625
a2633655a62e4287a3b651d926a774a6,M,57,2,83000,7,25,112.6071429
be7c214e5e7740a2b7e4433eb82a401a,M,46,10,71000,4,22,2.5375
708d8271f758417e9555313e8de385ce,F,53,33,55000,11,24,4.972727273
50f4cde8df10498c8938f936ab1a030d,F,63,54,65000,8,28,4.255
fbdf7c5f1eb440a3872c80a82927e86f,M,61,4,67000,3,8,1.526666667
69d75d7a2d354401b851152b857c063d,M,65,16,50000,15,30,15.67066667
f35e77e9a38a40519c3ffd37df84e731,F,32,1,48000,7,28,12.65285714
d52fefcf60764f96bf6e9cfa6d425a22,F,61,16,75000,3,9,23.05333333
7f04a0c0c4da4da184ecdbae67ee6acb,M,58,56,69000,6,21,3.646666667
9b8d07277ca543809a1981fe51e71d9a,M,54,35,69000,5,27,18.274
01887dcd32b64feb807e2436548b6c87,M,61,10,78000,2,16,22.115
a7aca0114d2145a687d726e9d6f35b83,M,43,20,31000,12,29,7.59
67f0ab11e5694035baa4a0a956ad0500,M,46,6,94000,3,28,20.33333333
756096c0cb1c4ae7a86143ba4765a58e,Unspecified,118,12,0,5,23,3.36
e580c664a36342a09a98ed49dad43130,Unspecified,118,12,0,6,14,2.898333333
ec462328d3cd4bf4bc72d7308750c4a8,M,65,10,74000,11,22,27.37090909
cd10ba15be244a36a61dc4256e7d6f6b,F,72,14,94000,10,14,104.807
bf55b1c6cac54b198430548e35b20f0d,F,49,5,71000,1,15,10.25
6d8a255c4ce64314afab49e51914c7c7,M,60,36,91000,10,29,26.877
40bb30fe65624a638d3148dfb4af92d9,Unspecified,73,3,71000,3,22,16.72
3b84fac9ca1148bb96b133ced98f565a,F,30,27,66000,9,26,21.39555556
a1402a6f6b7d431c96cd1a238faa6a0c,Unspecified,118,32,0,4,9,1.31
08eb3d097916423f9649e0be727c7d84,M,49,3,68000,2,21,1.015
2617bb645c38463ab5b0353e8e83ce3e,F,63,36,94000,6,11,33.39833333
d8192bb8400249d18947acf38b2619fa,M,45,8,35000,7,29,12.82714286
ad9e18d628fd4771bb3afdc2993cfdd7,M,81,9,68000,4,23,29.1375
f506799252ec47319aea121b746fab3a,F,42,5,47000,6,19,1.613333333
7c95e8f2829e4dea92e1b42a9a935bca,F,62,30,31000,5,27,7.644
ddc9cc8077b74fe5b9578473a65d0c5b,M,26,22,66000,11,25,5.032727273
23d57185ce92402b9c67300bd5775f77,M,59,20,78000,6,24,20.27
3ac3979cdcb24418b4cc8010d2725624,Unspecified,118,13,0,1,1,5.43
861832bd241b43fd8a8005046bad9efc,M,49,9,52000,3,11,9.503333333
692e3eaba5854ad5bbdd51d241647830,M,40,33,62000,7,22,74.08428571
b9079c08178248a2a3c7409ee65c33a5,Unspecified,118,16,0,7,22,3.362857143
bad8d0152407421692323f3e4a9faf2f,M,31,25,59000,5,19,13.998
c70d85b0459548ccbcbba921b40ed21c,Unspecified,118,24,0,11,28,1.608181818
14b3c3a8b314464a9daf8354ed6dd560,Unspecified,118,12,0,4,26,2.55
f4996c5638134185b27f27e8bb0adaf1,M,54,4,72000,5,20,7.124
d56835f0fc28499fa58eba822b291660,M,43,12,67000,3,19,15.17666667
a53360f4e6d94a09a6bcc668bee1b2a2,F,74,8,77000,1,9,22.05
d5c358c94a8642a9bc2b00c76a0075d0,M,65,37,73000,3,16,15.72
2436d6f5405d4684adbe768aa7d12001,M,57,8,52000,14,29,11.41214286
28eb1aa28ee4478985329d822186ab0a,F,71,27,64000,9,23,20.60444444
0b9c42f29edd4e0cbbcdc22ebdeb937c,M,26,55,38000,13,22,3.807692308
823c2c6f40674959920f513ed48a54f2,Unspecified,118,19,0,8,25,1.51
b0ca734e01744520aea416f1c9f98f9d,M,45,32,49000,10,23,11.83
2.57E+31,M,58,55,63000,4,15,15.7
ace6a4442ea1445195f2b27a1dc43512,Unspecified,118,8,0,3,11,3.296666667
d46757a6ccc84ecd8141cd74767031b2,M,49,17,83000,5,24,22.83
fba9a75c4d534c0a9a1d87f2900a4b2d,F,51,28,105000,5,25,41.27
3b13ea0c378c485ba7ab038ee08bed44,M,47,22,84000,8,25,24.23875
c10a9663c525488daae778bbf584906d,M,35,29,32000,13,28,3.323076923
da653fa452914b2eb9cfc4a8ed5c9b4b,M,40,39,49000,13,25,2.788461538
590eea12a5ca4e45ae75805e08195dd4,F,64,23,73000,4,27,16.215
ec8e29cea5e24a7d91896afb4c6c00c2,M,60,7,71000,3,12,199.05
ba3d4e6aa3a64d0c8a5262a374a05f6f,M,44,26,66000,6,22,20.17333333
63fab1f9826144968c8d4ff729e37ecb,M,61,39,67000,4,22,129.3675
0b931f3c0c9049dd825fc371e4d759f9,M,25,5,37000,5,20,4.006
6a71281072f7470785e859df21d3c2c5,F,51,7,42000,1,16,1.82
7662f341972d48bfbdb8f63e66988630,F,53,35,100000,2,9,29.73
64819ea1d8b64913a80d8ea0b9f071c5,F,46,5,82000,4,9,16.0825
999ba07136d944758f7d1b6620563e1c,M,83,1,83000,1,6,12.06
732335156d0f4c629b0f55cee1592337,F,90,5,57000,5,27,14.47
e9980e136f9e4f00a2e2c895907b0d82,M,41,9,82000,0,0,0
953f730903484691800d77f17750cdb0,F,65,7,39000,8,26,12.48375
d25f38519a89455499c9e49e67ae1511,F,58,61,55000,12,25,5.0775
d628f07ed9524e8aa489e5dd4aa26578,M,43,49,67000,5,17,5.59
6501f7863265467284c18e136e4d76ac,F,32,20,38000,7,27,14.11714286
95e879c99aea4bec91f21aa0b355dcee,M,26,12,66000,12,24,23.33333333
663a3eb67a9245ba9ed86162a7f1e801,M,59,14,79000,8,27,19.22
401f773670d94a7488581e99777c6c8f,M,60,8,94000,2,20,26.39
586f34cfc4ac462bb6d87026c7bc3aad,M,46,53,42000,8,17,3.4
731cf81d68a641019a2da3fc97459223,F,33,17,37000,13,23,7.35
86ff8cbc870d4dbfabd9122c64cc9c6c,F,38,11,60000,6,27,16.67166667
8efe784d3d864d1294e5d6c71af22032,F,27,31,51000,10,16,48.747
091c007c27584fb4850eb5fa0ff890e5,F,67,34,66000,6,14,16.39833333
0b3878783eed4009993f706e51f19d9e,M,25,2,74000,13,26,22.96615385
b901d4c1272944f198e4a708b89e6591,M,18,2,52000,5,20,3.188
5b545e1908744a4798c7c4318be843e8,M,56,11,74000,2,16,25.75
c56f0935f02a47158c4d7792e3cee843,M,52,32,94000,6,23,23.60166667
30d1da64d80a40d5ab3fc81611f367f7,F,53,31,96000,5,20,22.422
0b63d4cabf5f4c1eab0277c6c1b09362,M,25,26,55000,8,26,16.6175
46d8c002b7de4b49919b476a6be4a1ee,M,74,9,61000,7,24,17.57285714
3d55f046a320408db9a88be59acc19cc,Unspecified,118,24,0,10,22,2.24
487f3e1448234687a88019ced64fcf9c,Unspecified,118,20,0,12,24,1.460833333
33d7d058b31f473ea2e2a1b53971ee8a,M,34,54,46000,9,25,17.28444444
0864b88ddd1945ff8982d042d520c7fb,M,27,12,45000,4,24,1.395
9aa25ad8fd1940efb459bb515e6abcb5,M,57,2,39000,5,27,14.446
33cb21065cc5451ab45154d31e88178b,M,74,7,63000,1,7,27.69
1d1e648b281840e18d98a54ee56f28bf,M,47,7,41000,1,3,5.42
d087fd0166404163b7d1e1e7cf2a9ac7,M,71,9,63000,19,30,4.795263158
f5c121aa62594d35b71cbe56ec7f6c9e,F,64,26,103000,10,28,27.284
79bfd96879f449a8a32c34947de5638b,F,65,5,95000,1,15,37.44
033f0ee2250e475b87f70115e7895957,F,62,20,108000,2,18,36.865
bec4d93f34874661b7310ec99893ed13,M,73,24,84000,6,18,19.44
af9a7712bc024eeaa0533cfcff3e86aa,M,38,9,46000,6,18,10.255
3cb2907fc9d54e61a9cf6fa050237690,M,49,8,81000,3,21,19.97
e820e95254a24e9abe9704555f8bbee2,F,52,1,56000,3,23,13.18666667
b270f33e4efb46cf8ef0ad6b1fdfefe9,F,42,13,70000,8,25,17.87125
515d4d9094964a188166571ec1f72c1d,M,31,12,41000,8,25,11.5625
cc4f91c73dec40f0b86d5a78185e22f4,F,75,29,72000,10,23,18.159
2d417224c49c4d1eb3ad45275ae43662,M,34,9,43000,2,11,2.24
445649ee453c4633a1e6af2b38d90881,F,46,17,95000,7,24,33.67857143
1342d779e7594c899f9ce936e55790d7,M,49,20,32000,12,22,3.621666667
62ca3ef8900946739da97145222e3107,F,57,5,49000,7,26,2.597142857
a83b13b3bfe245189f5cf414ba2cdb3f,F,71,32,86000,3,19,21.20333333
47e9f9fcd7a248aca993ab995f072552,M,56,5,96000,5,27,24.424
8cd664a131394da28639183c80c3cab7,F,68,8,59000,6,15,13.55
681f57254d5541e0a9b5948929811bce,F,57,22,92000,7,28,28.34571429
4713f6c6302741c58dcf928f40b1179f,Unspecified,118,31,0,6,18,2.631666667
141acdc240c34737bc25aaa030051b1e,Unspecified,77,27,85000,10,23,28.967
cfd66def1f3c4050a1d7dfd3f928cd44,F,52,25,81000,5,20,29.162
6622080e3f134a41b6c5c869b634042b,Unspecified,118,1,0,4,24,2.1925
5532d4074ad946a8bc19ad1b1d4347ac,M,56,31,71000,4,21,21.2625
f126206918334d3ea43168faa612e277,M,59,7,31000,3,13,9.336666667
8d87b4721b494123b655374a403a75ed,F,58,4,41000,10,25,10.752
9a9b396176624d1296897645eceb65c0,Unspecified,21,6,60000,0,0,0
5ed0135d7ad9443f82a69861cb2fdb3e,M,74,9,55000,7,23,3.121428571
677d86af9c3a41d7bbe03b087705ea99,M,77,10,56000,3,23,3.066666667
894d620373384c5f8c25e28d15de7959,M,62,14,69000,13,29,25.65923077
c249bfa89db240289392f1c30b7b7163,F,63,10,75000,5,12,18.436
9fdd832da9314bddbc5eb1b0aad221bb,F,60,41,42000,14,28,10.21642857
79c8b1dbf8e8408e85c4f7473412788e,F,54,16,102000,2,18,24.455
dc521ab68ca546e0bd663811c091277b,M,57,1,55000,1,4,0.29
6e30c103b3c446d58513c19a4da6e39b,F,85,13,38000,10,26,6.811
2f811436e81b461e882079479c68e72d,M,51,2,36000,8,20,11.19625
713ea3c455b14fa3b18d47f15ef150a9,M,66,6,61000,3,29,3.966666667
70f0cba2dfeb48d2817d789ba39b1939,F,59,12,35000,5,19,10.358
4442993b339f48d2b8cf3f2af357cfa3,M,28,2,68000,5,19,6.532
70d11cdff70d4e7a9cb5d11cac23a88c,Unspecified,118,8,0,0,0,0
ea4c546165004ebf99bb9bc951b15ada,Unspecified,118,27,0,12,24,2.015
33be916683434fa3b66027d490a33e2c,M,40,16,56000,11,25,17.02818182
5e19e1cf9fbf430680d752ee2003b404,F,52,33,88000,6,25,25.99166667
3f2a5ab7168645479b7b11be3147d4dc,F,87,25,72000,8,23,23.40125
c830751fd5de4453a105b0bd54aa070f,F,54,4,79000,1,21,43.28
f12026bef50743d0a4337abebf1729a8,F,54,15,79000,12,30,23.31416667
0106d19a26af41288035afc4b9b6c2c2,Unspecified,118,28,0,8,24,2.28
f12407b8b57341bc8485757508874811,M,59,12,32000,0,0,0
dee0dc6b04b642e28bd0543ffc770bab,F,68,19,74000,2,15,16.065
4e10162162e04db9a8762949c7239d04,M,69,30,43000,16,29,3.835625
0c74d9a15b9f4b4aa85e150e55b9beb6,F,48,6,31000,3,8,3.293333333
abd10430922642a2afac8fcaaab4dd14,F,42,12,74000,6,16,5.02
3a97e25f6f4c4bdca5507037f985b4f6,M,64,2,67000,2,7,16.695
3d28370352d642c7a3223284c83d9bdc,M,60,22,74000,3,26,17.63666667
1acf2c2567854a3f83bc6f80abd2795a,M,21,31,31000,11,25,8.85
6ae4f7f014eb47e9a059839788cd8de3,M,54,9,76000,4,25,18.045
7abeaafc50754789be2215e5c6322ecd,M,69,33,97000,3,20,54.77666667
39be4bd11a7c4ae7a4cdf42eab5d2192,Unspecified,118,6,0,1,15,0.4
956bb2a66d944fbeb9d50242f3839930,M,82,20,97000,7,22,33.29
eaef10f33ead4f30bbccb8aa3d5eb9e5,F,24,34,53000,12,29,15.5475
3189cbd23b2d44938a71fd178d23d625,F,61,29,83000,9,27,22.80888889
77e4e977834d4eb1ba2a5755731dcf83,M,64,33,85000,1,17,28.01
a6d2bc2a28094a07a5c273dc542cefdc,Unspecified,61,32,69000,15,29,19.76333333
584d1995b883496fafd060f65ca831e6,F,55,10,96000,3,19,20.67
b635cc878a1d435faac686ade19d2c43,Unspecified,118,11,0,5,25,5.204
31f72426dff344ed8b1b1258366caf8d,M,40,6,34000,4,25,2.795
4c147fb158cd4bd7abcd9775dd40c5ee,Unspecified,118,11,0,0,0,0
f49ea4a7ff694967a8716c8d85d7e394,M,65,45,68000,11,27,4.219090909
bc671dda0ff74b72b38572768b6a943b,M,52,5,60000,3,15,3.323333333
19d1a0f6f21a4bc4a83b2be6a6ff60ad,Unspecified,118,7,0,0,0,0
49ab0b1075fb43deacf520733e260ed5,M,65,16,89000,7,28,24.07571429
fb80db90446a475db59c2c82cbd26fec,M,39,3,61000,4,23,2.845
4e7d4faae08241dabb6d2c1b6857830c,M,73,26,32000,14,28,9.77
7f34389be79746aea515fb6980602999,Unspecified,118,34,0,10,29,3.473
1f8edcea5f434db3b9cb6fe79d80ce80,Unspecified,118,9,0,4,18,2.1275
ccd97c93c5544596847e18af79d555ba,F,56,11,80000,11,26,25.56545455
7ca7aeaf87024c27bceba0e700a0d9cc,F,90,6,95000,2,28,21.42
48d781b45b1f454b9d19f5144864eebc,M,59,2,46000,4,9,2.8325
ae5d734b4970435cbdc30f7482ac6922,F,56,36,67000,9,15,18.52777778
17c0490a3b724ae6b5c109a20e890fce,M,77,10,54000,3,17,12.20666667
a5e995abf9d04d488380c6e5bb3d0814,M,32,6,66000,3,24,2.326666667
dd2d770b5b9f41bd9382964971dde25e,F,61,28,81000,7,27,20.47571429
1c6d78d003044f79b8fe208e971f22ce,M,44,27,52000,10,28,13.791
5d8729b17d7243bfbd65dfc3a608090a,M,20,13,37000,3,21,5.146666667
1b5ad32f9861469c923ec8f065cdd9d3,M,63,28,75000,8,27,22.855
39145fee7c1240469a46bf939fb8370c,Unspecified,118,6,0,0,0,0
613083a03d7c44978ebf6ba0ad7c23be,M,60,33,78000,5,13,20.616
2f772790746c49409d01ccc87e05e10b,M,21,6,55000,9,23,2.935555556
33363cabd4a94bb181a90dd22b572f65,F,63,25,90000,7,21,30.59857143
1addca86e9834447824e810a4834934a,Unspecified,118,28,0,3,27,2.293333333
5bab2beb0b884d209db0b530b26f2363,M,83,16,56000,11,28,13.93545455
42b08cfe20c54e15ab6815c4a1d9d2cf,F,31,12,33000,5,23,3.968
8d5dc8f536bb487e9d5c72db1367b1d2,M,22,7,50000,7,29,64.62285714
5e2b7a1c76eb4c7c825c331b9a9f696e,M,24,1,62000,3,21,3.93
ad6a9cf0594d401c94b62590989c5644,M,35,2,46000,12,26,11.7875
92105bd31e38472ab74fbb1345e0ad7b,M,45,11,92000,5,18,21
b9ddc4c9d1b944d0848f619be3bd65e9,F,40,6,84000,0,0,0
0a68034a1858477e8053ca18a05c213c,F,69,16,110000,1,2,29.73
62d559a3f7274bc9809b514c41d2475e,M,78,13,117000,4,27,28.5075
0fc77fd7b2b24809826e1d3825fed3d8,F,40,13,84000,10,22,21.773
55c44f36cd9a46079ba4ece24ebd1773,M,20,33,33000,11,22,9.756363636
b881af3e6e8549bbb8c2dfc4d230af8f,Unspecified,118,27,0,7,25,1.125714286
714a2a8785fa4e2eadbb69b51f1369ac,M,46,1,51000,1,9,17.36
3b0daacc4b0842fcb83ff8a4e842fa81,M,46,4,95000,0,0,0
7cd10d543a89477a80a758fc4d3657a1,M,27,3,56000,7,25,6.531428571
7e8da1599cce45e4beaa2e0480636076,M,78,30,85000,10,27,26.914
d61f587847c54c18b2761b70417df7bc,M,75,29,51000,6,24,14.13333333
5ff1dfe459bb47b3987be79eabe8b49d,M,68,11,100000,7,22,26.23714286
a8d40bf3f96843ae8a16aafd85deaabf,M,35,9,73000,10,21,3.643
959eeebd30b44880bb6ea7934d7876fc,Unspecified,118,27,0,7,27,1.975714286
f521b240922448e38983582db3563428,F,60,21,84000,5,23,25.494
0f947d450cb4409b8084bb342cfc895e,Unspecified,118,15,0,8,26,3.05625
62f918cdbfef4e4c89220fec49a98969,M,23,7,32000,8,27,8.43
ecb591a8efae462c9f24f5a36aa4a541,Unspecified,118,8,0,4,26,1.61
4d98b7f2489241ce83e363f6862b0961,M,67,8,67000,15,30,5.258666667
1f7289c15fe14adab43983d43d4a0390,M,58,32,31000,8,27,3.5125
5cfc907778a9457382cf0731819cebe2,F,74,33,91000,7,20,24.81142857
bd9f24eaac154993acd0c656ca04d58c,Unspecified,118,9,0,2,21,1.16
1f7e721ece654f62a8fd629f59dfd60e,M,77,29,83000,8,24,31.38125
cc71b85ec36d43dfabafede2e142fc9e,F,22,16,63000,10,29,24.233
82a4721d25fa4f6b8f3450fb6d327854,M,57,11,77000,4,26,20.975
f540ab0d259d4afd93a15d665cbbe094,M,49,10,33000,0,0,0
565d92b886b44ac09d4b80d2e7f0dffe,F,63,12,118000,2,20,25.41
7b7f2e6d79f8480a9872535c492adec9,M,54,16,69000,4,17,28.7625
5d587e7ad70c45acb4b338578e16dfdd,Unspecified,118,2,0,0,0,0
9893136dc7e4493c834bf29d2c90b4b5,Unspecified,118,21,0,4,23,1.22
329a9b32e7e0475cb2643125919c4d90,M,31,27,46000,15,25,4.291333333
db71cc5c39584742b495139b180daa20,M,64,17,40000,11,26,4.757272727
989c1a0aab464aefbeff92261b090784,M,67,34,73000,6,11,20.91333333
b68d4b8fa0e94acbb8f5d3b83a0b0c72,M,48,34,110000,1,14,22.97
e8c90e65c0ee4de89fd66cf514730c88,M,52,7,65000,8,22,15.54625
93f7e0a48c2047e28a4b3457046c466e,F,54,33,60000,9,25,2.734444444
a5cde6ee9df740b5afd639bb94a007ba,M,61,29,99000,4,18,179.6725
2ad98e767e5c472cbdf9e44a87366ef7,M,37,5,40000,0,0,0
8be9ebed6d7d4b7b865e8e495e83b83d,M,37,25,68000,15,26,4.661333333
d37f9b61415e4a7bb032df9f96abbb6d,F,55,13,53000,5,24,19.264
87091420f60c4c2fb515e859f7a42b93,M,19,10,34000,1,7,5.05
ab11f24759c04a0facd349956aea364f,Unspecified,118,8,0,11,25,2.381818182
074b758a424a4d618f97e18bf3e2e4a8,M,24,12,63000,9,27,3.696666667
440a11b6a970418880fbce74d0770a97,M,50,30,68000,14,27,3.840714286
ee910fc2af6c4c52b92487b5267caa2a,F,48,11,66000,7,20,22.45571429
da2ceca6f14d44ab94aec06c254435dc,Unspecified,118,13,0,2,11,4.78
7b28112f90184eec8c38f7d7b2052a9d,M,61,12,31000,7,24,17.11714286
0218964095c94da0bfac44cf40c9343f,M,77,43,94000,6,14,33.59333333
840c1483e58f464ca46a05670f085679,F,41,29,73000,5,21,20.478
e271bc8893e04fd2bd70d73127b29d7c,Unspecified,118,24,0,6,24,3.963333333
82db188ed88e4737abc50f4b5bfc3a72,F,69,35,89000,6,27,29.15666667
f0ef63b28f2540fe811b8d9935ec61f5,Unspecified,118,37,0,9,26,4.973333333
e3dbe6d922674cf6b0d2054f8a6675f4,F,63,9,54000,6,26,2.583333333
91bd75d075614ac6802816fcb6009258,F,48,10,49000,8,21,2.675
373e42d973c04afb80cef6763b7fe6eb,F,79,30,95000,2,11,26.475
61e51bc52f4d4c8b930db40be1cdd083,F,49,58,57000,11,27,3.599090909
718dc2350f494ec4be31f8c3d0ee661c,F,24,9,42000,8,25,11.69125
e7091c7009c04def8bbed8dedeb00503,F,74,11,101000,2,19,24.32
89fd5aeb57554bb8995f553444691d90,F,50,39,70000,10,25,4.052
73614a26789a49daa79dcc26664c1b72,Unspecified,118,9,0,3,7,0.593333333
7065e5bd01f54bdd9ac511586276b4f7,M,52,10,69000,3,19,7.746666667
0cfff5bcbc2c4da8b633fb7b06593625,M,57,2,53000,3,9,15.20333333
42d9221a82654037aedacd9ea24dd709,M,62,13,45000,4,22,3.2375
2ab20d5f9e6e47b7aacc05dec0758cb9,M,44,10,34000,3,13,3.343333333
fe61f51396584a62a88a737d155ba2fe,M,59,12,47000,8,29,13.67
dad86972ba9f4ee5b201cca3dba48eb6,M,29,3,49000,2,5,1.335
075d0096867d4a08901e1715c038eaa5,M,30,12,47000,6,26,3.243333333
d957b9bd21fd4cacb39aab4b2834704b,F,82,4,84000,1,9,19.67
ad0884c461704fcdad54dc7d8150ae32,M,55,21,57000,5,15,18.27
3191b724d3fc4f4d9c5c9bf7ff66e4e6,F,30,2,32000,8,24,4.2025
53426d80b1f7435284264b934478a750,F,72,22,66000,15,28,24.20733333
b7e6cbe9c7ab431fb19bf38b65d60f2c,M,25,7,34000,11,23,12.71272727
a12fba072dae4e3aae2e1b4b92b92aa1,F,55,28,97000,5,24,28.062
4eff60b798854f09924ef683d0479f89,M,82,19,102000,1,4,27.57
50a22661fb2440808dd6e4a38d8cc2e6,M,65,1,78000,3,19,21.41
3b88b75cc2444adeaed87401ce7471d1,M,70,36,100000,9,26,28.56888889
fa78c77815f14f7e973c43c229ae3556,M,93,27,60000,10,23,5.349
9cd0dd71500b43669e3a0410873abc75,M,71,10,84000,7,22,20.70285714
2db5a3aee6e1416dbc9c90cc41e30342,Unspecified,118,22,0,6,13,2.191666667
2eb67e28af804a62a7d5de4a39c2646c,F,80,15,84000,6,19,24.68166667
631b3ebd660243df8069c49d4c37f836,Unspecified,118,29,0,11,25,10.20636364
60e0bbc13e8e49dcb6ce51f811a84b46,M,77,8,87000,8,20,24.505
b8b1f116c8db44e0a742490fa7e09db9,M,51,14,101000,5,19,37.26
11d6d468b2674f859538e26d601f745f,F,67,3,79000,2,13,16.345
8eb604dc765a45a38b4212751af99ae2,M,63,7,86000,1,4,16.87
4455e61955bf4b6ba269ed2856f504e8,M,21,10,37000,3,10,1.953333333
a1dbe018487941de84770ee75729c014,Unspecified,118,23,0,12,25,2.293333333
ef3151875cd7450c85e9effa680b70c4,F,55,4,108000,3,9,24.32333333
c89b6c5cfbfb49f8990d39dcb15d0dfe,M,60,7,67000,9,24,76.62111111
115bb87faca04ed7b545f8b8e95b2dd7,M,74,28,76000,6,21,21.35166667
61785b6cf44c47fc822622f965696647,F,66,12,92000,5,14,32.026
640ba8b8068043abb9c6778f8c671950,Unspecified,118,12,0,10,28,1.797
30a7268e872746cc8d26a28faa8cec16,M,63,48,61000,10,30,17.344
0c6ba803d2c84d71b0f0980a03912398,F,80,14,99000,1,7,23.68
a1c78aebc61c4b4aa4c958288d86160b,F,43,7,56000,4,23,16.3475
81330e0811304b41bbf253fca975dd4f,F,60,4,32000,6,24,1.898333333
c4be9893461342c48ce8e14b38d30afe,M,28,10,59000,3,15,2.56
483e71a167bf492d9d8d3380ac737205,M,65,8,105000,4,19,31.8675
fbbdb729d8694f48993e3af217b69a19,Unspecified,118,22,0,5,14,2.88
5f3fd777708140238e54f27f6a667751,M,76,60,59000,5,27,15.902
72a82722020446ff8ccfb25825a048ff,Unspecified,118,25,0,8,26,7.5525
7c56d46290a54a3292077fd06ee66249,M,86,30,56000,3,15,9.696666667
968e15b054b84c61821217576ab16e1f,F,57,6,39000,0,0,0
5dc074a4f3e54a51965feaada51c0bd8,M,58,1,84000,1,12,12.73
a97b0e2c53fd409d962cbebc359f3f1f,M,63,12,73000,6,16,17.815
c9f85399ba1d493b86764cf1db917989,F,81,17,74000,3,21,18.95666667
5da599f0f0ca40a6916e28487a55e655,M,24,36,60000,17,29,23.13823529
3676d09f2a6142c1afcebf8f75f4c5ec,M,57,13,85000,4,21,27.1575
9e08560831d3498d98cbe1958412d6b8,F,48,22,53000,9,25,20.17111111
7905b7568f024849b27b7af94969d78a,M,38,2,67000,2,25,13.695
0d2c8f6e2cd441bbbbfaf0036c41630d,F,41,20,80000,12,27,22.88166667
79a0f1ea3c354d6ba8c10bc4f86380b1,M,70,15,114000,8,21,35.7275
e7fb284f44a54acc83130fcd5fc802cc,F,52,9,83000,3,24,19.33
e00e39e41bf64361a81f0c82da3c3ead,F,52,4,90000,2,20,31.055
