order_channel,last_order_channel,Tenure,Recency,Frequency,Spend,PerctOnlineOrders,PrectSpendOnline,Cosmetics,Clothing,Games,Groceries,Office Supplies
Ios App,Ios App,927,336,4,808.16,0.7500,0.7030,False,False,False,True,True
Android App,Offline,1485,162,23,3098.85,0.8696,0.9223,True,True,True,True,True
Android App,Android App,737,115,8,659,0.8750,0.6358,False,False,True,False,False
Desktop,Offline,2375,432,3,380.87,0.3333,0.1588,False,False,False,True,True
Android App,Android App,2149,224,26,3879.37,0.8462,0.8683,True,True,False,False,False
Android App,Desktop,657,120,3,491.43,0.6667,0.6948,False,False,True,True,True
Desktop,Desktop,564,125,70,18443.57,0.9429,0.9543,True,False,True,True,True
Android App,Android App,696,280,5,713.43,0.8000,0.5375,False,True,True,False,False
Mobile,Offline,615,287,2,364.98,0.5000,0.7534,False,False,False,True,True
Android App,Android App,567,202,4,552.4,0.7500,0.9448,False,False,True,False,False
Mobile,Mobile,731,342,6,844.25,0.3333,0.3723,False,False,True,True,True
Mobile,Mobile,732,184,3,707.64,0.3333,0.3702,False,True,False,False,False
Android App,Android App,406,327,3,500.44,0.6667,0.7393,False,False,True,True,True
Android App,Mobile,1678,332,17,2987.03,0.8824,0.9615,False,True,True,True,True
Android App,Android App,710,375,10,3470.87,0.8000,0.7980,False,False,False,True,True
Desktop,Desktop,862,415,2,279.97,0.5000,0.5357,False,False,True,False,False
Android App,Android App,612,268,2,209.98,0.5000,0.4762,False,False,True,False,False
Android App,Offline,670,149,6,527.93,0.1667,0.0947,True,False,False,False,False
Ios App,Android App,922,167,5,672.92,0.6000,0.7356,True,True,False,True,True
Mobile,Mobile,703,276,5,759.43,0.2000,0.1567,True,True,False,False,False
Android App,Android App,621,275,3,520.7,0.3333,0.2957,True,False,True,True,True
Android App,Offline,905,223,10,1914.19,0.5000,0.7090,True,True,True,True,True
Android App,Android App,1118,166,7,1072.92,0.8571,0.8323,True,True,False,True,True
Android App,Offline,456,175,3,423.27,0.3333,0.2646,True,False,False,True,True
Android App,Android App,924,335,3,312.04,0.3333,0.2630,False,False,True,False,False
Android App,Android App,641,103,4,759.95,0.7500,0.5132,True,False,False,True,True
Mobile,Mobile,620,326,3,532.47,0.3333,0.2986,False,True,False,True,True
Android App,Android App,1668,107,7,859.35,0.8571,0.9069,False,True,True,True,True
Android App,Android App,1185,96,7,1308.03,0.8571,0.9541,True,False,False,True,True
Ios App,Ios App,713,119,5,549.93,0.4000,0.3091,True,False,False,False,False
Android App,Offline,772,434,6,1035.6,0.1667,0.2221,True,False,False,False,False
Android App,Android App,635,228,7,1707.64,0.8571,0.8068,True,False,False,True,True
Android App,Android App,1220,200,11,2173.21,0.9091,0.9126,True,False,True,True,True
Desktop,Desktop,747,113,16,2619.53,0.3125,0.3068,True,True,True,False,False
Android App,Android App,687,411,3,752.99,0.6667,0.9203,False,False,True,True,True
Android App,Android App,912,160,4,404.95,0.2500,0.4939,False,False,True,False,False
Android App,Android App,908,145,5,416.82,0.2000,0.1919,True,False,True,False,False
Android App,Android App,537,161,2,475.43,0.5000,0.7571,False,False,False,False,False
Android App,Android App,248,153,6,902.33,0.6667,0.6115,True,True,True,True,True
Desktop,Offline,2310,164,3,270.72,0.3333,0.2216,True,False,True,False,False
Android App,Android App,641,228,2,209.97,0.5000,0.6667,False,False,False,True,True
Android App,Android App,1908,280,12,1982.78,0.8333,0.7125,False,True,False,True,True
Android App,Offline,497,441,2,455.97,0.5000,0.2982,False,False,False,True,True
Android App,Offline,471,230,3,231.96,0.3333,0.3965,True,False,False,False,False
Desktop,Desktop,564,421,3,467.64,0.3333,0.3783,False,False,False,True,True
Ios App,Ios App,795,446,3,689.86,0.6667,0.7405,False,False,False,True,True
Android App,Android App,712,227,4,508.06,0.7500,0.8622,False,True,False,True,True
Android App,Android App,977,110,14,1904.58,0.9286,0.9580,False,True,True,False,False
Ios App,Offline,660,148,4,428.43,0.2500,0.4668,True,True,False,False,False
Mobile,Mobile,791,199,3,200.46,0.3333,0.2992,False,True,False,False,False
Android App,Offline,662,136,2,128.48,0.5000,0.8755,True,False,False,False,False
Android App,Offline,907,183,4,627.12,0.2500,0.2762,True,False,False,False,False
Ios App,Offline,468,370,2,359.47,0.5000,0.6926,False,False,False,True,True
Android App,Offline,462,417,2,162.98,0.5000,0.3865,True,False,False,False,False
Android App,Android App,866,132,4,404.84,0.5000,0.3556,True,False,False,True,True
Android App,Android App,880,308,4,373.71,0.7500,0.7592,False,True,False,False,False
Mobile,Offline,669,227,4,704.3,0.2500,0.2556,True,True,True,False,False
Android App,Android App,2393,329,5,888.44,0.8000,0.5138,False,False,False,True,True
Android App,Android App,697,321,2,219.94,0.5000,0.4544,False,False,False,False,False
Android App,Android App,902,287,4,459.96,0.2500,0.4348,False,False,True,True,True
Android App,Offline,760,159,7,1101.58,0.4286,0.2178,True,True,False,True,True
Mobile,Mobile,662,350,2,134.98,0.5000,0.2222,True,False,False,False,False
Android App,Offline,665,205,3,296.85,0.3333,0.1010,True,False,False,True,True
Android App,Android App,649,144,4,809.96,0.5000,0.8889,False,False,True,False,False
Android App,Mobile,758,351,3,587.95,0.6667,0.5918,False,True,True,False,False
Ios App,Ios App,870,440,6,753.89,0.1667,0.1194,True,True,False,False,False
Desktop,Offline,479,344,2,218.96,0.5000,0.9315,True,False,False,False,False
Mobile,Mobile,280,251,2,525.63,0.5000,0.6276,True,False,False,True,True
Desktop,Desktop,140,138,4,621.82,0.2500,0.3232,False,True,True,True,True
Mobile,Offline,600,248,4,1028.69,0.2500,0.2138,True,False,False,True,True
Android App,Android App,780,115,6,732.29,0.1667,0.4259,True,True,False,False,False
Ios App,Offline,280,219,2,476.59,0.5000,0.1607,True,False,False,True,True
Mobile,Offline,981,452,2,299.96,0.5000,0.7334,False,True,False,False,False
Desktop,Desktop,562,137,6,516.13,0.8333,0.9022,True,False,False,True,True
Desktop,Offline,647,288,3,388.21,0.3333,0.2511,True,True,False,True,True
Android App,Offline,1266,424,6,877.39,0.5000,0.4416,False,False,False,True,True
Mobile,Offline,1365,148,3,650.94,0.3333,0.1229,False,False,False,False,False
Android App,Android App,927,111,7,991.85,0.5714,0.7299,False,False,True,False,False
Android App,Offline,592,106,14,1142.42,0.3571,0.3423,True,True,False,True,True
Desktop,Offline,936,403,5,299.2,0.6000,0.3692,False,False,False,True,True
Desktop,Offline,2511,296,5,968.57,0.4000,0.1135,True,True,False,True,True
Mobile,Mobile,682,102,4,760.21,0.7500,0.9250,False,False,False,False,False
Mobile,Mobile,761,456,2,204.98,0.5000,0.2927,True,False,False,False,False
Android App,Android App,925,106,5,629.62,0.4000,0.6824,False,True,False,True,True
Android App,Android App,896,171,2,374.98,0.5000,0.8400,False,False,False,True,True
Desktop,Offline,1018,143,5,504.94,0.4000,0.2971,False,False,False,False,False
Android App,Offline,938,337,8,1497.5,0.5000,0.3652,False,True,False,True,True
Mobile,Offline,1717,149,21,1775.81,0.5714,0.4493,True,True,False,False,False
Mobile,Offline,1303,350,3,332.46,0.3333,0.1128,True,True,False,False,False
Android App,Offline,688,334,4,1096.92,0.2500,0.0456,False,True,True,True,True
Android App,Offline,1407,267,8,986.67,0.8750,0.7611,True,False,True,False,False
Android App,Android App,796,264,8,1180.68,0.7500,0.6523,False,False,True,True,True
Android App,Android App,1169,347,5,990.56,0.8000,0.5451,True,False,False,True,True
Android App,Offline,907,340,6,1204.91,0.3333,0.0494,False,False,False,True,True
Desktop,Desktop,692,126,5,1634.93,0.6000,0.7431,False,False,False,False,False
Desktop,Offline,1369,411,2,370.48,0.5000,0.3509,False,False,False,True,True
Desktop,Offline,2280,135,3,247.28,0.3333,0.1834,True,True,True,True,True
Android App,Android App,656,273,3,339.96,0.6667,0.5882,False,True,True,False,False
Mobile,Mobile,643,165,3,335.46,0.3333,0.2086,True,False,False,True,True
Ios App,Ios App,545,447,2,149.97,0.5000,0.9134,True,False,False,False,False
Ios App,Ios App,691,125,3,589.45,0.3333,0.4232,False,False,False,False,False
Ios App,Ios App,3129,265,50,6840.54,0.9800,0.9835,True,False,False,False,False
Android App,Android App,574,140,7,1097.07,0.8571,0.9264,False,True,False,True,True
Desktop,Desktop,792,321,3,249.87,0.3333,0.5999,False,False,False,False,False
Desktop,Desktop,639,119,2,233.98,0.5000,0.3590,False,False,True,False,False
Mobile,Mobile,785,161,9,1790.04,0.8889,0.8599,False,False,True,True,True
Android App,Android App,888,117,5,517.43,0.2000,0.2899,False,False,True,False,False
Ios App,Ios App,1703,118,8,1484.39,0.7500,0.7912,False,False,False,False,False
Android App,Android App,1212,230,13,2712.33,0.9231,0.9631,True,False,True,True,True
Android App,Offline,662,106,5,793.3199,0.4000,0.6082,True,False,True,False,False
Ios App,Ios App,670,413,3,359.94,0.6667,0.7361,True,False,False,False,False
Android App,Mobile,485,202,5,611.74,0.8000,0.7534,True,True,False,False,False
Desktop,Desktop,732,103,4,588.2,0.2500,0.1309,False,False,True,True,True
Desktop,Offline,2953,143,8,572.39,0.8750,0.8500,False,False,False,False,False
Desktop,Offline,1467,359,4,363.43,0.5000,0.4746,True,False,False,False,False
Mobile,Mobile,711,283,2,279.97,0.5000,0.7500,True,False,False,False,False
Mobile,Mobile,691,106,2,357.74,0.5000,0.6059,False,False,False,False,False
Desktop,Offline,1002,178,6,471.3,0.3333,0.3426,True,True,False,False,False
Desktop,Desktop,759,105,4,599.69,0.5000,0.7487,False,False,True,False,False
Mobile,Mobile,575,251,2,239.95,0.5000,0.5416,False,False,False,False,False
Mobile,Offline,1762,365,2,139.96,0.5000,0.4286,True,True,False,False,False
Android App,Android App,907,200,10,2005.99,0.9000,0.9252,True,False,True,True,True
Android App,Android App,674,216,19,1830.52,0.8421,0.9148,True,True,True,True,True
Mobile,Mobile,733,228,2,552.9,0.5000,0.6329,True,False,False,True,True
Android App,Desktop,1490,118,20,1720.3,0.8000,0.8082,True,True,False,False,False
Android App,Android App,925,206,3,396.69,0.3333,0.4688,False,False,False,True,True
Android App,Android App,1033,166,18,3601.01,0.8333,0.9459,True,True,True,True,True
Android App,Android App,578,192,2,99.98,0.5000,0.8001,True,False,False,False,False
Android App,Android App,542,262,5,679.96,0.8000,0.8522,True,False,False,True,True
Desktop,Desktop,126,125,2,199.96,0.5000,0.3200,True,False,False,False,False
Ios App,Offline,662,306,3,237.97,0.6667,0.4517,False,False,False,True,True
Ios App,Ios App,713,126,2,521.65,0.5000,0.4826,False,False,False,True,True
Desktop,Desktop,2076,106,11,1571.53,0.6364,0.7259,True,False,False,True,True
Android App,Offline,613,174,4,442.94,0.5000,0.5034,False,True,False,False,False
Android App,Mobile,768,338,7,769.01,0.8571,0.9350,True,False,False,True,True
Ios App,Ios App,1215,289,7,826.21,0.7143,0.8306,False,False,True,False,False
Mobile,Desktop,2972,380,31,4731.8,0.9355,0.9831,True,False,False,True,True
Android App,Android App,726,443,2,494.76,0.5000,0.4746,False,False,True,False,False
Android App,Android App,681,147,3,612.94,0.6667,0.7227,False,False,True,False,False
Mobile,Mobile,729,107,8,1028.95,0.7500,0.8154,False,False,False,True,True
Desktop,Desktop,1065,253,6,901.75,0.5000,0.7167,False,True,True,False,False
Android App,Android App,779,225,4,679.96,0.5000,0.5441,False,False,False,True,True
Android App,Android App,892,166,3,308.45,0.3333,0.5835,False,False,False,True,True
Android App,Android App,885,197,16,2768.06,0.9375,0.9856,False,False,True,False,False
Desktop,Offline,2145,192,2,290.87,0.5000,0.4813,True,False,False,False,False
Mobile,Offline,881,202,4,276.96,0.2500,0.2780,False,True,False,False,False
Android App,Android App,607,337,3,659.93,0.6667,0.7273,True,False,False,False,False
Android App,Android App,930,418,8,1113.34,0.5000,0.6318,False,False,False,True,True
Ios App,Offline,660,176,3,610.21,0.6667,0.6396,False,False,False,True,True
Android App,Android App,739,243,4,500.95,0.5000,0.4291,False,False,True,False,False
Mobile,Offline,730,353,2,90.48,0.5000,0.7735,True,False,False,False,False
Desktop,Desktop,663,111,2,523.28,0.5000,0.6371,True,False,False,False,False
Ios App,Offline,1929,427,7,1259.9,0.5714,0.5159,False,False,True,False,False
Android App,Android App,742,112,11,1578.7,0.7273,0.8160,True,False,True,True,True
Android App,Android App,635,436,3,222.96,0.3333,0.2242,False,False,True,False,False
Android App,Android App,413,126,6,607.94,0.8333,0.9013,True,True,True,True,True
Android App,Android App,775,105,16,1645.75,0.3125,0.1519,True,True,True,True,True
Desktop,Offline,774,126,6,812.88,0.1667,0.2263,False,False,True,False,False
Android App,Offline,922,160,11,1454.07,0.0909,0.1100,True,True,True,True,True
Android App,Android App,719,257,5,366.92,0.8000,0.9183,False,False,False,False,False
Ios App,Ios App,3080,294,13,2127.62,0.6923,0.8402,True,True,True,True,True
Android App,Offline,488,108,4,764.82,0.7500,0.8693,False,False,True,False,False
Android App,Android App,794,232,2,157.91,0.5000,0.5568,False,False,False,False,False
Android App,Offline,502,146,4,612.41,0.5000,0.3184,True,False,True,True,True
Desktop,Desktop,628,120,2,224.11,0.5000,0.9287,False,True,False,False,False
Ios App,Ios App,720,242,4,558.46,0.5000,0.6052,False,False,False,True,True
Ios App,Ios App,621,231,4,962.63,0.5000,0.6357,True,True,True,False,False
Android App,Android App,3140,433,14,1037.87,0.9286,0.9181,True,False,False,False,False
Mobile,Mobile,681,408,6,539.93,0.8333,0.6667,False,False,False,True,True
Mobile,Mobile,1985,296,8,1188.89,0.7500,0.7646,False,False,False,True,True
Desktop,Offline,2444,278,3,623.83,0.6667,0.6963,True,False,True,False,False
Desktop,Offline,1235,425,3,200.46,0.3333,0.4489,True,False,False,False,False
Android App,Offline,506,202,5,982.45,0.4000,0.2061,False,True,False,False,False
Mobile,Offline,650,174,3,368.44,0.3333,0.4274,False,True,False,False,False
Mobile,Offline,893,189,5,722.88,0.8000,0.7911,False,False,False,False,False
Desktop,Desktop,651,105,2,598.9,0.5000,0.5008,False,False,False,False,False
Ios App,Ios App,2530,128,22,2133.82,0.9091,0.8782,True,True,False,False,False
Android App,Android App,914,314,2,269.97,0.5000,0.8148,False,True,False,False,False
Android App,Android App,543,292,3,858.94,0.6667,0.5460,False,False,True,False,False
Android App,Offline,571,98,6,552.65,0.3333,0.1592,True,True,False,True,True
Android App,Offline,278,223,2,760.28,0.5000,0.5791,False,False,False,True,True
Mobile,Offline,934,348,3,209.96,0.3333,0.3333,True,False,False,False,False
Mobile,Desktop,781,269,6,1242.5,0.8333,0.7741,False,False,False,False,False
Mobile,Offline,715,429,4,389.87,0.2500,0.3845,False,True,False,False,False
Ios App,Ios App,749,243,3,426.93,0.3333,0.3208,False,False,False,True,True
Android App,Android App,594,236,2,363.54,0.5000,0.4499,False,False,True,False,False
Desktop,Desktop,735,106,4,767.95,0.5000,0.5833,False,False,True,False,False
Android App,Android App,537,110,3,584.89,0.6667,0.7265,False,False,False,False,False
Mobile,Mobile,760,212,4,540.42,0.2500,0.1295,True,False,True,True,True
Android App,Android App,866,308,3,267.97,0.6667,0.8134,False,False,True,False,False
Mobile,Mobile,1194,358,4,228.56,0.5000,0.4751,True,False,False,False,False
Android App,Mobile,1623,112,27,3150.23,0.9259,0.9483,False,True,False,True,True
Ios App,Ios App,744,187,4,476.44,0.2500,0.6212,True,False,True,True,True
Ios App,Offline,780,108,7,890.28,0.2857,0.3706,False,True,False,True,True
Mobile,Mobile,905,220,2,364.98,0.5000,0.3151,False,False,False,True,True
Android App,Android App,804,103,7,1721,0.4286,0.6590,True,False,True,True,True
Mobile,Offline,573,155,3,190.84,0.3333,0.6077,True,True,False,False,False
Android App,Android App,781,119,2,881.65,0.5000,0.9433,False,True,False,True,True
Ios App,Offline,1614,388,9,689.6,0.8889,0.9413,True,False,False,False,False
Android App,Android App,794,141,5,604.42,0.6000,0.7353,True,False,False,False,False
Ios App,Ios App,711,243,3,798.91,0.3333,0.4004,False,False,False,True,True
Ios App,Ios App,791,293,6,1067.4,0.1667,0.4520,False,True,False,False,False
Desktop,Offline,2296,281,8,860.65,0.7500,0.5576,True,False,True,False,False
Android App,Offline,865,453,4,535.44,0.5000,0.3063,False,False,False,True,True
Android App,Offline,764,433,2,400.46,0.5000,0.5993,True,False,True,False,False
Android App,Android App,631,106,11,2523.83,0.9091,0.8911,True,True,False,True,True
Desktop,Offline,768,105,4,554.94,0.2500,0.1892,True,False,True,False,False
Ios App,Ios App,924,229,10,5331.03,0.8000,0.9923,False,False,True,True,True
Android App,Offline,1145,285,4,363.96,0.5000,0.7088,False,False,True,False,False
Mobile,Mobile,442,224,2,239.98,0.5000,0.3750,False,False,True,True,True
Ios App,Offline,563,168,9,1612.39,0.2222,0.1929,False,True,True,True,True
Mobile,Mobile,1285,179,6,596.38,0.8333,0.8910,False,True,True,True,True
Mobile,Offline,683,150,4,800.94,0.2500,0.1198,False,False,False,True,True
Android App,Android App,672,252,5,281.95,0.6000,0.6454,False,True,False,False,False
Android App,Android App,1396,298,7,867.3,0.8571,0.9285,False,True,False,False,False
Android App,Android App,469,278,4,571.93,0.5000,0.5612,True,True,True,True,True
Ios App,Ios App,720,417,4,469.96,0.5000,0.2979,True,False,False,False,False
Android App,Android App,700,118,4,508.45,0.7500,0.8033,False,False,True,False,False
Android App,Android App,1352,177,7,878.29,0.5714,0.4809,False,True,False,True,True
Android App,Android App,304,255,3,400.95,0.6667,0.3491,False,True,True,False,False
Ios App,Ios App,632,371,2,695.88,0.5000,0.7413,False,False,False,True,True
Mobile,Mobile,433,203,2,414.29,0.5000,0.7586,False,False,False,True,True
Ios App,Ios App,623,241,4,1149.84,0.7500,0.8522,False,False,True,False,False
Android App,Offline,500,150,2,290.78,0.5000,0.5293,True,False,True,False,False
Android App,Offline,2607,104,12,1755.07,0.7500,0.8129,True,True,True,True,True
Ios App,Ios App,1642,253,24,4841.44,0.9583,0.9855,False,False,True,True,True
Android App,Android App,761,280,2,101.97,0.5000,0.7059,False,True,False,False,False
Android App,Android App,870,148,5,710.61,0.4000,0.3940,False,True,True,False,False
Ios App,Desktop,2290,154,24,4375.43,0.7917,0.8835,True,True,True,True,True
Android App,Offline,266,247,2,453.97,0.5000,0.4053,False,False,True,False,False
Android App,Android App,1180,318,8,2181.7,0.8750,0.6787,False,False,False,True,True
Mobile,Mobile,182,102,2,187.98,0.5000,0.4149,False,False,False,False,False
Ios App,Ios App,790,150,9,1220.79,0.3333,0.6638,False,False,True,True,True
Android App,Android App,861,246,4,850.86,0.7500,0.8590,True,False,False,True,True
Android App,Offline,726,161,5,746.91,0.4000,0.3414,False,False,True,False,False
Mobile,Offline,2086,162,3,253.86,0.3333,0.1890,True,False,False,False,False
Android App,Android App,666,99,3,553.71,0.3333,0.2583,False,False,False,False,False
Mobile,Offline,280,251,2,319.48,0.5000,0.9062,True,False,False,False,False
Android App,Android App,1395,139,7,820.3,0.5714,0.7562,False,False,False,False,False
Mobile,Mobile,1262,387,7,934.77,0.8571,0.9251,False,False,False,True,True
Android App,Android App,831,195,6,649.92,0.6667,0.3846,False,True,True,False,False
Android App,Android App,286,212,4,632.92,0.7500,0.8531,True,True,True,False,False
Android App,Android App,792,123,9,1288.84,0.8889,0.8991,False,True,True,False,False
Ios App,Ios App,674,108,8,926.25,0.3750,0.2808,False,True,False,True,True
Android App,Android App,308,161,3,296.97,0.6667,0.9428,True,False,True,False,False
Desktop,Offline,905,189,5,486.83,0.2000,0.1150,False,True,False,False,False
Mobile,Mobile,768,154,3,225.87,0.3333,0.6437,False,False,False,False,False
Mobile,Offline,213,198,2,258.97,0.5000,0.4942,False,False,True,False,False
Mobile,Offline,887,192,3,288.97,0.6667,0.2699,True,False,False,False,False
Android App,Android App,735,457,2,339.98,0.5000,0.9412,False,False,False,True,True
Android App,Android App,383,118,2,198.98,0.5000,0.7463,False,False,True,False,False
Ios App,Offline,216,108,3,287.85,0.6667,0.4585,True,True,False,False,False
Android App,Offline,1063,159,3,181.15,0.6667,0.8676,False,True,False,False,False
Mobile,Mobile,614,202,2,212.96,0.5000,0.8592,True,True,True,False,False
Ios App,Ios App,1849,299,6,537.45,0.6667,0.5535,False,False,False,True,True
Android App,Offline,793,391,4,193.97,0.7500,0.8454,False,False,True,False,False
Mobile,Mobile,779,96,5,1034.18,0.6000,0.7970,False,False,False,False,False
Android App,Offline,1445,400,3,295.26,0.3333,0.2652,False,True,False,False,False
Mobile,Mobile,884,255,8,715.13,0.7500,0.5247,False,True,False,False,False
Android App,Android App,308,289,2,240.48,0.5000,0.6237,True,False,False,True,True
Android App,Android App,541,143,5,922.11,0.8000,0.7284,False,False,False,True,True
Android App,Android App,1637,439,5,699.92,0.8000,0.7714,False,False,False,True,True
Mobile,Mobile,172,163,3,533.2,0.6667,0.7170,True,False,True,False,False
Android App,Android App,2357,117,18,2408.73,0.8333,0.8835,True,True,True,True,True
Mobile,Mobile,771,126,5,902.89,0.6000,0.4175,True,False,False,True,True
Android App,Offline,442,139,10,1323.51,0.7000,0.6902,True,True,False,True,True
Mobile,Mobile,875,416,2,289.98,0.5000,0.6897,False,False,False,True,True
Android App,Android App,1871,282,23,3223.25,0.9565,0.9922,False,False,True,True,True
Mobile,Mobile,778,226,3,255.97,0.3333,0.3750,True,False,False,False,False
Android App,Android App,901,351,3,325.94,0.6667,0.4478,False,True,False,False,False
Android App,Android App,1045,378,19,2116.01,0.7895,0.9242,False,True,False,False,False
Android App,Android App,674,106,4,517.98,0.5000,0.7684,False,False,False,False,False
Mobile,Mobile,887,126,2,160.49,0.5000,0.5327,False,False,False,False,False
Mobile,Mobile,901,258,4,699.94,0.2500,0.4571,True,False,False,False,False
Android App,Offline,2026,101,7,795.72,0.8571,0.9248,True,True,False,False,False
Desktop,Desktop,621,280,5,875.16,0.8000,0.9200,True,False,True,True,True
Desktop,Desktop,926,131,7,1980.41,0.5714,0.9243,False,False,True,True,True
Android App,Mobile,734,193,5,794.77,0.8000,0.8868,True,False,False,False,False
Android App,Offline,740,182,3,840.15,0.3333,0.2857,True,True,True,True,True
Android App,Android App,644,243,3,214.96,0.3333,0.6047,False,False,False,True,True
Android App,Offline,676,179,5,1507.84,0.2000,0.0603,True,False,True,False,False
Desktop,Offline,928,231,3,612.94,0.3333,0.3132,False,False,True,False,False
Android App,Offline,526,428,5,583.18,0.8000,0.8105,False,False,True,False,False
Mobile,Offline,1484,146,2,563.77,0.5000,0.1064,True,False,False,False,False
Android App,Android App,407,400,4,1295.18,0.7500,0.9031,False,False,True,True,True
Android App,Android App,337,132,5,337.04,0.8000,0.7600,False,True,False,False,False
Desktop,Offline,562,363,2,105.47,0.5000,0.6208,True,False,False,False,False
Mobile,Mobile,628,96,2,449.91,0.5000,0.7111,False,False,False,True,True
Android App,Android App,722,117,8,1302.63,0.7500,0.8657,True,True,False,True,True
Ios App,Offline,2788,107,82,33918.1,0.9878,0.9627,True,True,True,True,True
Mobile,Mobile,575,332,6,1159.49,0.8333,0.9828,True,True,False,True,True
Android App,Android App,1025,121,4,356.46,0.5000,0.4250,False,False,False,False,False
Mobile,Offline,779,218,6,448.43,0.1667,0.1739,True,False,False,True,True
Ios App,Ios App,320,118,5,702.14,0.2000,0.4432,True,False,False,True,True
Android App,Android App,1082,347,4,418,0.7500,0.7608,False,False,False,True,True
Android App,Android App,672,118,8,1386.3,0.7500,0.8850,True,False,True,False,False
Mobile,Offline,1222,382,5,386.94,0.8000,0.8450,True,False,False,False,False
Android App,Offline,3075,203,8,585.52,0.8750,0.8446,False,False,True,False,False
Desktop,Desktop,783,407,4,701.91,0.5000,0.7863,True,False,True,True,True
Android App,Android App,650,430,2,748.21,0.5000,0.5335,False,False,False,True,True
Ios App,Ios App,1008,456,13,1405.8,0.6923,0.6984,False,False,False,True,True
Android App,Android App,893,311,3,223.97,0.6667,0.7322,False,False,True,False,False
Android App,Offline,774,143,8,1508.29,0.3750,0.1909,True,False,True,True,True
Ios App,Ios App,797,280,7,962.38,0.2857,0.2249,True,False,False,False,False
Android App,Android App,784,109,5,833.67,0.6000,0.5682,False,False,True,True,True
Ios App,Ios App,3126,95,13,1837.22,0.9231,0.8911,True,True,True,True,True
Mobile,Desktop,2019,264,12,1431.69,0.8333,0.9162,False,False,False,False,False
Mobile,Mobile,884,199,3,196.47,0.6667,0.6438,True,False,False,True,True
Mobile,Mobile,691,275,2,397.46,0.5000,0.4780,True,False,False,False,False
Ios App,Ios App,690,428,3,345.44,0.6667,0.8263,False,False,True,False,False
Desktop,Desktop,791,311,3,380.62,0.3333,0.2625,False,False,False,False,False
Android App,Android App,1673,144,18,2431.26,0.8889,0.8577,False,True,True,True,True
Android App,Android App,656,418,3,125.97,0.6667,0.5238,False,True,False,False,False
Mobile,Mobile,749,127,7,882.91,0.5714,0.7395,False,False,False,False,False
Android App,Offline,757,182,11,1087.32,0.0909,0.2314,True,True,True,True,True
Android App,Android App,572,319,2,255.44,0.5000,0.6066,False,False,False,True,True
Android App,Android App,639,299,3,512.95,0.3333,0.4679,False,False,False,True,True
Android App,Android App,600,105,2,188.65,0.5000,0.5760,False,True,False,False,False
Android App,Android App,637,274,3,564.87,0.6667,0.6106,True,False,False,True,True
Android App,Android App,929,101,11,1760.03,0.7273,0.8674,True,True,True,True,True
Mobile,Offline,2560,419,8,1142.74,0.2500,0.1919,True,False,False,True,True
Android App,Android App,963,391,6,713.9,0.3333,0.2017,True,False,False,False,False
Android App,Offline,870,170,3,230.96,0.3333,0.2857,False,False,False,False,False
Android App,Android App,1378,429,6,803.88,0.8333,0.7512,False,False,True,False,False
Android App,Desktop,2290,119,9,894.34,0.6667,0.6534,False,True,False,False,False
Android App,Android App,682,123,8,765.98,0.7500,0.8753,True,False,True,True,True
Ios App,Offline,621,212,3,919.14,0.3333,0.2929,False,False,False,True,True
Mobile,Mobile,1307,193,11,1950.23,0.6364,0.7504,True,False,False,True,True
Mobile,Mobile,862,126,7,1162.41,0.2857,0.4839,False,False,False,True,True
Android App,Android App,902,454,3,472.93,0.3333,0.2918,False,False,False,True,True
Android App,Android App,265,185,3,495.42,0.6667,0.8275,False,True,True,False,False
Mobile,Mobile,641,295,2,348.99,0.5000,0.6562,False,False,False,True,True
Mobile,Mobile,921,269,2,175.98,0.5000,0.5455,False,False,False,True,True
Desktop,Offline,2413,352,6,698.93,0.8333,0.9585,False,False,True,False,False
Mobile,Offline,2916,192,12,684.91,0.8333,0.7372,True,False,True,True,True
Android App,Android App,717,299,2,399.88,0.5000,0.5501,False,False,False,True,True
Android App,Android App,771,199,6,615.9,0.5000,0.3653,True,False,False,False,False
Android App,Offline,656,143,3,197.97,0.3333,0.2424,False,True,False,False,False
Desktop,Desktop,546,131,2,870.89,0.5000,0.2652,False,True,False,False,False
Android App,Android App,538,131,4,293.86,0.7500,0.6240,False,False,True,False,False
Desktop,Desktop,685,162,3,319.97,0.6667,0.7500,False,False,False,False,False
Android App,Android App,766,298,4,761.39,0.7500,0.9212,True,True,False,False,False
Desktop,Desktop,1486,129,7,978.25,0.8571,0.9438,True,True,False,False,False
Desktop,Desktop,928,440,2,567.56,0.5000,0.6124,False,False,False,True,True
Android App,Android App,802,169,4,560.68,0.5000,0.2318,False,False,False,True,True
Android App,Offline,334,253,4,1081.29,0.7500,0.9024,False,True,False,True,True
Desktop,Desktop,894,116,3,427.97,0.3333,0.4860,False,False,False,False,False
Android App,Android App,797,114,4,677.11,0.7500,0.9262,True,False,False,True,True
Ios App,Android App,892,439,5,1081.9,0.4000,0.3530,False,True,False,True,True
Android App,Android App,572,255,2,588.97,0.5000,0.4907,False,False,False,True,True
Mobile,Mobile,682,229,3,708.07,0.3333,0.3010,False,False,False,True,True
Desktop,Desktop,1785,325,9,721.41,0.8889,0.9792,False,False,True,False,False
Android App,Offline,575,260,5,1258.62,0.2000,0.0445,True,False,False,True,True
Android App,Android App,871,121,3,812.3101,0.3333,0.5077,False,False,False,True,True
